fiyat,bakimmaliyeti,kapisayisi,kapasite,bagajboyutu,guvenlik,sonuc
cokyuksek,dusuk,4,5,kucuk,yuksek,kabuledilebilir
cokyuksek,dusuk,4,5,orta,dusuk,kabuledilemez
cokyuksek,dusuk,4,5,orta,orta,kabuledilebilir
cokyuksek,dusuk,4,5,orta,yuksek,kabuledilebilir
cokyuksek,dusuk,4,5,buyuk,dusuk,kabuledilemez
cokyuksek,dusuk,4,5,buyuk,orta,kabuledilebilir
cokyuksek,dusuk,4,5,buyuk,yuksek,kabuledilebilir
cokyuksek,dusuk,5,2,kucuk,dusuk,kabuledilemez
cokyuksek,dusuk,5,2,kucuk,orta,kabuledilemez
cokyuksek,dusuk,5,2,kucuk,yuksek,kabuledilemez
cokyuksek,dusuk,5,2,orta,dusuk,kabuledilemez
cokyuksek,dusuk,5,2,orta,orta,kabuledilemez
cokyuksek,dusuk,5,2,orta,yuksek,kabuledilemez
cokyuksek,dusuk,5,2,buyuk,dusuk,kabuledilemez
cokyuksek,dusuk,5,2,buyuk,orta,kabuledilemez
cokyuksek,dusuk,5,2,buyuk,yuksek,kabuledilemez
cokyuksek,dusuk,5,4,kucuk,dusuk,kabuledilemez
cokyuksek,dusuk,5,4,kucuk,orta,kabuledilemez
cokyuksek,dusuk,5,4,kucuk,yuksek,kabuledilebilir
cokyuksek,dusuk,5,4,orta,dusuk,kabuledilemez
cokyuksek,dusuk,5,4,orta,orta,kabuledilebilir
cokyuksek,dusuk,5,4,orta,yuksek,kabuledilebilir
cokyuksek,dusuk,5,4,buyuk,dusuk,kabuledilemez
cokyuksek,dusuk,5,4,buyuk,orta,kabuledilebilir
cokyuksek,dusuk,5,4,buyuk,yuksek,kabuledilebilir
cokyuksek,dusuk,5,5,kucuk,dusuk,kabuledilemez
cokyuksek,dusuk,5,5,kucuk,orta,kabuledilemez
cokyuksek,dusuk,5,5,kucuk,yuksek,kabuledilebilir
cokyuksek,dusuk,5,5,orta,dusuk,kabuledilemez
cokyuksek,dusuk,5,5,orta,orta,kabuledilebilir
cokyuksek,dusuk,5,5,orta,yuksek,kabuledilebilir
cokyuksek,dusuk,5,5,buyuk,dusuk,kabuledilemez
cokyuksek,dusuk,5,5,buyuk,orta,kabuledilebilir
cokyuksek,dusuk,5,5,buyuk,yuksek,kabuledilebilir
yuksek,cokyuksek,2,2,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,2,2,kucuk,orta,kabuledilemez
yuksek,cokyuksek,2,2,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,2,2,orta,dusuk,kabuledilemez
yuksek,cokyuksek,2,2,orta,orta,kabuledilemez
yuksek,cokyuksek,2,2,orta,yuksek,kabuledilemez
yuksek,cokyuksek,2,2,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,2,2,buyuk,orta,kabuledilemez
yuksek,cokyuksek,2,2,buyuk,yuksek,kabuledilemez
yuksek,cokyuksek,2,4,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,2,4,kucuk,orta,kabuledilemez
yuksek,cokyuksek,2,4,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,2,4,orta,dusuk,kabuledilemez
yuksek,cokyuksek,2,4,orta,orta,kabuledilemez
yuksek,cokyuksek,2,4,orta,yuksek,kabuledilemez
yuksek,cokyuksek,2,4,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,2,4,buyuk,orta,kabuledilemez
yuksek,cokyuksek,2,4,buyuk,yuksek,kabuledilemez
yuksek,cokyuksek,2,5,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,2,5,kucuk,orta,kabuledilemez
yuksek,cokyuksek,2,5,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,2,5,orta,dusuk,kabuledilemez
yuksek,cokyuksek,2,5,orta,orta,kabuledilemez
yuksek,cokyuksek,2,5,orta,yuksek,kabuledilemez
yuksek,cokyuksek,2,5,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,2,5,buyuk,orta,kabuledilemez
yuksek,cokyuksek,2,5,buyuk,yuksek,kabuledilemez
yuksek,cokyuksek,3,2,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,3,2,kucuk,orta,kabuledilemez
yuksek,cokyuksek,3,2,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,3,2,orta,dusuk,kabuledilemez
yuksek,cokyuksek,3,2,orta,orta,kabuledilemez
yuksek,cokyuksek,3,2,orta,yuksek,kabuledilemez
yuksek,cokyuksek,3,2,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,3,2,buyuk,orta,kabuledilemez
yuksek,cokyuksek,3,2,buyuk,yuksek,kabuledilemez
yuksek,cokyuksek,3,4,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,3,4,kucuk,orta,kabuledilemez
yuksek,cokyuksek,3,4,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,3,4,orta,dusuk,kabuledilemez
yuksek,cokyuksek,3,4,orta,orta,kabuledilemez
yuksek,cokyuksek,3,4,orta,yuksek,kabuledilemez
yuksek,cokyuksek,3,4,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,3,4,buyuk,orta,kabuledilemez
yuksek,cokyuksek,3,4,buyuk,yuksek,kabuledilemez
yuksek,cokyuksek,3,5,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,3,5,kucuk,orta,kabuledilemez
yuksek,cokyuksek,3,5,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,3,5,orta,dusuk,kabuledilemez
yuksek,cokyuksek,3,5,orta,orta,kabuledilemez
yuksek,cokyuksek,3,5,orta,yuksek,kabuledilemez
yuksek,cokyuksek,3,5,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,3,5,buyuk,orta,kabuledilemez
yuksek,cokyuksek,3,5,buyuk,yuksek,kabuledilemez
yuksek,cokyuksek,4,2,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,4,2,kucuk,orta,kabuledilemez
yuksek,cokyuksek,4,2,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,4,2,orta,dusuk,kabuledilemez
yuksek,cokyuksek,4,2,orta,orta,kabuledilemez
yuksek,cokyuksek,4,2,orta,yuksek,kabuledilemez
yuksek,cokyuksek,4,2,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,4,2,buyuk,orta,kabuledilemez
yuksek,cokyuksek,4,2,buyuk,yuksek,kabuledilemez
yuksek,cokyuksek,4,4,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,4,4,kucuk,orta,kabuledilemez
yuksek,cokyuksek,4,4,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,4,4,orta,dusuk,kabuledilemez
yuksek,cokyuksek,4,4,orta,orta,kabuledilemez
yuksek,cokyuksek,4,4,orta,yuksek,kabuledilemez
yuksek,cokyuksek,4,4,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,4,4,buyuk,orta,kabuledilemez
yuksek,cokyuksek,4,4,buyuk,yuksek,kabuledilemez
yuksek,cokyuksek,4,5,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,4,5,kucuk,orta,kabuledilemez
yuksek,cokyuksek,4,5,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,4,5,orta,dusuk,kabuledilemez
yuksek,cokyuksek,4,5,orta,orta,kabuledilemez
yuksek,cokyuksek,4,5,orta,yuksek,kabuledilemez
yuksek,cokyuksek,4,5,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,4,5,buyuk,orta,kabuledilemez
yuksek,cokyuksek,4,5,buyuk,yuksek,kabuledilemez
yuksek,cokyuksek,5,2,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,5,2,kucuk,orta,kabuledilemez
yuksek,cokyuksek,5,2,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,5,2,orta,dusuk,kabuledilemez
yuksek,cokyuksek,5,2,orta,orta,kabuledilemez
yuksek,cokyuksek,5,2,orta,yuksek,kabuledilemez
yuksek,cokyuksek,5,2,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,5,2,buyuk,orta,kabuledilemez
yuksek,cokyuksek,5,2,buyuk,yuksek,kabuledilemez
yuksek,cokyuksek,5,4,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,5,4,kucuk,orta,kabuledilemez
yuksek,cokyuksek,5,4,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,5,4,orta,dusuk,kabuledilemez
yuksek,cokyuksek,5,4,orta,orta,kabuledilemez
yuksek,cokyuksek,5,4,orta,yuksek,kabuledilemez
yuksek,cokyuksek,5,4,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,5,4,buyuk,orta,kabuledilemez
yuksek,cokyuksek,5,4,buyuk,yuksek,kabuledilemez
yuksek,cokyuksek,5,5,kucuk,dusuk,kabuledilemez
yuksek,cokyuksek,5,5,kucuk,orta,kabuledilemez
yuksek,cokyuksek,5,5,kucuk,yuksek,kabuledilemez
yuksek,cokyuksek,5,5,orta,dusuk,kabuledilemez
yuksek,cokyuksek,5,5,orta,orta,kabuledilemez
yuksek,cokyuksek,5,5,orta,yuksek,kabuledilemez
yuksek,cokyuksek,5,5,buyuk,dusuk,kabuledilemez
yuksek,cokyuksek,5,5,buyuk,orta,kabuledilemez
yuksek,cokyuksek,5,5,buyuk,yuksek,kabuledilemez
yuksek,yuksek,2,2,kucuk,dusuk,kabuledilemez
yuksek,yuksek,2,2,kucuk,orta,kabuledilemez
yuksek,yuksek,2,2,kucuk,yuksek,kabuledilemez
yuksek,yuksek,2,2,orta,dusuk,kabuledilemez
yuksek,yuksek,2,2,orta,orta,kabuledilemez
yuksek,yuksek,2,2,orta,yuksek,kabuledilemez
yuksek,yuksek,2,2,buyuk,dusuk,kabuledilemez
yuksek,yuksek,2,2,buyuk,orta,kabuledilemez
yuksek,yuksek,2,2,buyuk,yuksek,kabuledilemez
yuksek,yuksek,2,4,kucuk,dusuk,kabuledilemez
yuksek,yuksek,2,4,kucuk,orta,kabuledilemez
yuksek,yuksek,2,4,kucuk,yuksek,kabuledilebilir
yuksek,yuksek,2,4,orta,dusuk,kabuledilemez
yuksek,yuksek,2,4,orta,orta,kabuledilemez
yuksek,yuksek,2,4,orta,yuksek,kabuledilebilir
yuksek,yuksek,2,4,buyuk,dusuk,kabuledilemez
yuksek,yuksek,2,4,buyuk,orta,kabuledilebilir
yuksek,yuksek,2,4,buyuk,yuksek,kabuledilebilir
yuksek,yuksek,2,5,kucuk,dusuk,kabuledilemez
yuksek,yuksek,2,5,kucuk,orta,kabuledilemez
yuksek,yuksek,2,5,kucuk,yuksek,kabuledilemez
yuksek,yuksek,2,5,orta,dusuk,kabuledilemez
yuksek,yuksek,2,5,orta,orta,kabuledilemez
yuksek,yuksek,2,5,orta,yuksek,kabuledilebilir
yuksek,yuksek,2,5,buyuk,dusuk,kabuledilemez
yuksek,yuksek,2,5,buyuk,orta,kabuledilebilir
yuksek,yuksek,2,5,buyuk,yuksek,kabuledilebilir
yuksek,yuksek,3,2,kucuk,dusuk,kabuledilemez
yuksek,yuksek,3,2,kucuk,orta,kabuledilemez
yuksek,yuksek,3,2,kucuk,yuksek,kabuledilemez
yuksek,yuksek,3,2,orta,dusuk,kabuledilemez
yuksek,yuksek,3,2,orta,orta,kabuledilemez
yuksek,yuksek,3,2,orta,yuksek,kabuledilemez
yuksek,yuksek,3,2,buyuk,dusuk,kabuledilemez
yuksek,yuksek,3,2,buyuk,orta,kabuledilemez
yuksek,yuksek,3,2,buyuk,yuksek,kabuledilemez
yuksek,yuksek,3,4,kucuk,dusuk,kabuledilemez
yuksek,yuksek,3,4,kucuk,orta,kabuledilemez
yuksek,yuksek,3,4,kucuk,yuksek,kabuledilebilir
yuksek,yuksek,3,4,orta,dusuk,kabuledilemez
yuksek,yuksek,3,4,orta,orta,kabuledilemez
yuksek,yuksek,3,4,orta,yuksek,kabuledilebilir
yuksek,yuksek,3,4,buyuk,dusuk,kabuledilemez
yuksek,yuksek,3,4,buyuk,orta,kabuledilebilir
yuksek,yuksek,3,4,buyuk,yuksek,kabuledilebilir
yuksek,yuksek,3,5,kucuk,dusuk,kabuledilemez
yuksek,yuksek,3,5,kucuk,orta,kabuledilemez
yuksek,yuksek,3,5,kucuk,yuksek,kabuledilebilir
yuksek,yuksek,3,5,orta,dusuk,kabuledilemez
yuksek,yuksek,3,5,orta,orta,kabuledilebilir
yuksek,yuksek,3,5,orta,yuksek,kabuledilebilir
yuksek,yuksek,3,5,buyuk,dusuk,kabuledilemez
yuksek,yuksek,3,5,buyuk,orta,kabuledilebilir
yuksek,yuksek,3,5,buyuk,yuksek,kabuledilebilir
yuksek,yuksek,4,2,kucuk,dusuk,kabuledilemez
yuksek,yuksek,4,2,kucuk,orta,kabuledilemez
yuksek,yuksek,4,2,kucuk,yuksek,kabuledilemez
yuksek,yuksek,4,2,orta,dusuk,kabuledilemez
yuksek,yuksek,4,2,orta,orta,kabuledilemez
yuksek,yuksek,4,2,orta,yuksek,kabuledilemez
yuksek,yuksek,4,2,buyuk,dusuk,kabuledilemez
yuksek,yuksek,4,2,buyuk,orta,kabuledilemez
yuksek,yuksek,4,2,buyuk,yuksek,kabuledilemez
yuksek,yuksek,4,4,kucuk,dusuk,kabuledilemez
yuksek,yuksek,4,4,kucuk,orta,kabuledilemez
yuksek,yuksek,4,4,kucuk,yuksek,kabuledilebilir
yuksek,yuksek,4,4,orta,dusuk,kabuledilemez
yuksek,yuksek,4,4,orta,orta,kabuledilebilir
yuksek,yuksek,4,4,orta,yuksek,kabuledilebilir
yuksek,yuksek,4,4,buyuk,dusuk,kabuledilemez
yuksek,yuksek,4,4,buyuk,orta,kabuledilebilir
yuksek,yuksek,4,4,buyuk,yuksek,kabuledilebilir
yuksek,yuksek,4,5,kucuk,dusuk,kabuledilemez
yuksek,yuksek,4,5,kucuk,orta,kabuledilemez
yuksek,yuksek,4,5,kucuk,yuksek,kabuledilebilir
yuksek,yuksek,4,5,orta,dusuk,kabuledilemez
yuksek,yuksek,4,5,orta,orta,kabuledilebilir
yuksek,yuksek,4,5,orta,yuksek,kabuledilebilir
yuksek,yuksek,4,5,buyuk,dusuk,kabuledilemez
yuksek,yuksek,4,5,buyuk,orta,kabuledilebilir
yuksek,yuksek,4,5,buyuk,yuksek,kabuledilebilir
yuksek,yuksek,5,2,kucuk,dusuk,kabuledilemez
yuksek,yuksek,5,2,kucuk,orta,kabuledilemez
yuksek,yuksek,5,2,kucuk,yuksek,kabuledilemez
yuksek,yuksek,5,2,orta,dusuk,kabuledilemez
yuksek,yuksek,5,2,orta,orta,kabuledilemez
yuksek,yuksek,5,2,orta,yuksek,kabuledilemez
yuksek,yuksek,5,2,buyuk,dusuk,kabuledilemez
yuksek,yuksek,5,2,buyuk,orta,kabuledilemez
yuksek,yuksek,5,2,buyuk,yuksek,kabuledilemez
yuksek,yuksek,5,4,kucuk,dusuk,kabuledilemez
yuksek,yuksek,5,4,kucuk,orta,kabuledilemez
yuksek,yuksek,5,4,kucuk,yuksek,kabuledilebilir
yuksek,yuksek,5,4,orta,dusuk,kabuledilemez
yuksek,yuksek,5,4,orta,orta,kabuledilebilir
yuksek,yuksek,5,4,orta,yuksek,kabuledilebilir
yuksek,yuksek,5,4,buyuk,dusuk,kabuledilemez
yuksek,yuksek,5,4,buyuk,orta,kabuledilebilir
yuksek,yuksek,5,4,buyuk,yuksek,kabuledilebilir
yuksek,yuksek,5,5,kucuk,dusuk,kabuledilemez
yuksek,yuksek,5,5,kucuk,orta,kabuledilemez
yuksek,yuksek,5,5,kucuk,yuksek,kabuledilebilir
yuksek,yuksek,5,5,orta,dusuk,kabuledilemez
yuksek,yuksek,5,5,orta,orta,kabuledilebilir
yuksek,yuksek,5,5,orta,yuksek,kabuledilebilir
yuksek,yuksek,5,5,buyuk,dusuk,kabuledilemez
yuksek,yuksek,5,5,buyuk,orta,kabuledilebilir
yuksek,yuksek,5,5,buyuk,yuksek,kabuledilebilir
yuksek,orta,2,2,kucuk,dusuk,kabuledilemez
yuksek,orta,2,2,kucuk,orta,kabuledilemez
yuksek,orta,2,2,kucuk,yuksek,kabuledilemez
yuksek,orta,2,2,orta,dusuk,kabuledilemez
yuksek,orta,2,2,orta,orta,kabuledilemez
yuksek,orta,2,2,orta,yuksek,kabuledilemez
yuksek,orta,2,2,buyuk,dusuk,kabuledilemez
yuksek,orta,2,2,buyuk,orta,kabuledilemez
yuksek,orta,2,2,buyuk,yuksek,kabuledilemez
yuksek,orta,2,4,kucuk,dusuk,kabuledilemez
yuksek,orta,2,4,kucuk,orta,kabuledilemez
yuksek,orta,2,4,kucuk,yuksek,kabuledilebilir
yuksek,orta,2,4,orta,dusuk,kabuledilemez
yuksek,orta,2,4,orta,orta,kabuledilemez
yuksek,orta,2,4,orta,yuksek,kabuledilebilir
yuksek,orta,2,4,buyuk,dusuk,kabuledilemez
yuksek,orta,2,4,buyuk,orta,kabuledilebilir
yuksek,orta,2,4,buyuk,yuksek,kabuledilebilir
yuksek,orta,2,5,kucuk,dusuk,kabuledilemez
yuksek,orta,2,5,kucuk,orta,kabuledilemez
yuksek,orta,2,5,kucuk,yuksek,kabuledilemez
yuksek,orta,2,5,orta,dusuk,kabuledilemez
yuksek,orta,2,5,orta,orta,kabuledilemez
yuksek,orta,2,5,orta,yuksek,kabuledilebilir
yuksek,orta,2,5,buyuk,dusuk,kabuledilemez
yuksek,orta,2,5,buyuk,orta,kabuledilebilir
yuksek,orta,2,5,buyuk,yuksek,kabuledilebilir
yuksek,orta,3,2,kucuk,dusuk,kabuledilemez
yuksek,orta,3,2,kucuk,orta,kabuledilemez
yuksek,orta,3,2,kucuk,yuksek,kabuledilemez
yuksek,orta,3,2,orta,dusuk,kabuledilemez
yuksek,orta,3,2,orta,orta,kabuledilemez
yuksek,orta,3,2,orta,yuksek,kabuledilemez
yuksek,orta,3,2,buyuk,dusuk,kabuledilemez
yuksek,orta,3,2,buyuk,orta,kabuledilemez
yuksek,orta,3,2,buyuk,yuksek,kabuledilemez
yuksek,orta,3,4,kucuk,dusuk,kabuledilemez
yuksek,orta,3,4,kucuk,orta,kabuledilemez
yuksek,orta,3,4,kucuk,yuksek,kabuledilebilir
yuksek,orta,3,4,orta,dusuk,kabuledilemez
yuksek,orta,3,4,orta,orta,kabuledilemez
yuksek,orta,3,4,orta,yuksek,kabuledilebilir
yuksek,orta,3,4,buyuk,dusuk,kabuledilemez
yuksek,orta,3,4,buyuk,orta,kabuledilebilir
yuksek,orta,3,4,buyuk,yuksek,kabuledilebilir
yuksek,orta,3,5,kucuk,dusuk,kabuledilemez
yuksek,orta,3,5,kucuk,orta,kabuledilemez
yuksek,orta,3,5,kucuk,yuksek,kabuledilebilir
yuksek,orta,3,5,orta,dusuk,kabuledilemez
yuksek,orta,3,5,orta,orta,kabuledilebilir
yuksek,orta,3,5,orta,yuksek,kabuledilebilir
yuksek,orta,3,5,buyuk,dusuk,kabuledilemez
yuksek,orta,3,5,buyuk,orta,kabuledilebilir
yuksek,orta,3,5,buyuk,yuksek,kabuledilebilir
yuksek,orta,4,2,kucuk,dusuk,kabuledilemez
yuksek,orta,4,2,kucuk,orta,kabuledilemez
yuksek,orta,4,2,kucuk,yuksek,kabuledilemez
yuksek,orta,4,2,orta,dusuk,kabuledilemez
yuksek,orta,4,2,orta,orta,kabuledilemez
yuksek,orta,4,2,orta,yuksek,kabuledilemez
yuksek,orta,4,2,buyuk,dusuk,kabuledilemez
yuksek,orta,4,2,buyuk,orta,kabuledilemez
yuksek,orta,4,2,buyuk,yuksek,kabuledilemez
yuksek,orta,4,4,kucuk,dusuk,kabuledilemez
yuksek,orta,4,4,kucuk,orta,kabuledilemez
yuksek,orta,4,4,kucuk,yuksek,kabuledilebilir
yuksek,orta,4,4,orta,dusuk,kabuledilemez
yuksek,orta,4,4,orta,orta,kabuledilebilir
yuksek,orta,4,4,orta,yuksek,kabuledilebilir
yuksek,orta,4,4,buyuk,dusuk,kabuledilemez
yuksek,orta,4,4,buyuk,orta,kabuledilebilir
yuksek,orta,4,4,buyuk,yuksek,kabuledilebilir
yuksek,orta,4,5,kucuk,dusuk,kabuledilemez
yuksek,orta,4,5,kucuk,orta,kabuledilemez
yuksek,orta,4,5,kucuk,yuksek,kabuledilebilir
yuksek,orta,4,5,orta,dusuk,kabuledilemez
yuksek,orta,4,5,orta,orta,kabuledilebilir
yuksek,orta,4,5,orta,yuksek,kabuledilebilir
yuksek,orta,4,5,buyuk,dusuk,kabuledilemez
yuksek,orta,4,5,buyuk,orta,kabuledilebilir
yuksek,orta,4,5,buyuk,yuksek,kabuledilebilir
yuksek,orta,5,2,kucuk,dusuk,kabuledilemez
yuksek,orta,5,2,kucuk,orta,kabuledilemez
yuksek,orta,5,2,kucuk,yuksek,kabuledilemez
yuksek,orta,5,2,orta,dusuk,kabuledilemez
yuksek,orta,5,2,orta,orta,kabuledilemez
yuksek,orta,5,2,orta,yuksek,kabuledilemez
yuksek,orta,5,2,buyuk,dusuk,kabuledilemez
yuksek,orta,5,2,buyuk,orta,kabuledilemez
yuksek,orta,5,2,buyuk,yuksek,kabuledilemez
yuksek,orta,5,4,kucuk,dusuk,kabuledilemez
yuksek,orta,5,4,kucuk,orta,kabuledilemez
yuksek,orta,5,4,kucuk,yuksek,kabuledilebilir
yuksek,orta,5,4,orta,dusuk,kabuledilemez
yuksek,orta,5,4,orta,orta,kabuledilebilir
yuksek,orta,5,4,orta,yuksek,kabuledilebilir
yuksek,orta,5,4,buyuk,dusuk,kabuledilemez
yuksek,orta,5,4,buyuk,orta,kabuledilebilir
yuksek,orta,5,4,buyuk,yuksek,kabuledilebilir
yuksek,orta,5,5,kucuk,dusuk,kabuledilemez
yuksek,orta,5,5,kucuk,orta,kabuledilemez
yuksek,orta,5,5,kucuk,yuksek,kabuledilebilir
yuksek,orta,5,5,orta,dusuk,kabuledilemez
yuksek,orta,5,5,orta,orta,kabuledilebilir
yuksek,orta,5,5,orta,yuksek,kabuledilebilir
yuksek,orta,5,5,buyuk,dusuk,kabuledilemez
yuksek,orta,5,5,buyuk,orta,kabuledilebilir
yuksek,orta,5,5,buyuk,yuksek,kabuledilebilir
yuksek,dusuk,2,2,kucuk,dusuk,kabuledilemez
yuksek,dusuk,2,2,kucuk,orta,kabuledilemez
yuksek,dusuk,2,2,kucuk,yuksek,kabuledilemez
yuksek,dusuk,2,2,orta,dusuk,kabuledilemez
yuksek,dusuk,2,2,orta,orta,kabuledilemez
yuksek,dusuk,2,2,orta,yuksek,kabuledilemez
yuksek,dusuk,2,2,buyuk,dusuk,kabuledilemez
yuksek,dusuk,2,2,buyuk,orta,kabuledilemez
yuksek,dusuk,2,2,buyuk,yuksek,kabuledilemez
yuksek,dusuk,2,4,kucuk,dusuk,kabuledilemez
yuksek,dusuk,2,4,kucuk,orta,kabuledilemez
yuksek,dusuk,2,4,kucuk,yuksek,kabuledilebilir
yuksek,dusuk,2,4,orta,dusuk,kabuledilemez
yuksek,dusuk,2,4,orta,orta,kabuledilemez
yuksek,dusuk,2,4,orta,yuksek,kabuledilebilir
yuksek,dusuk,2,4,buyuk,dusuk,kabuledilemez
yuksek,dusuk,2,4,buyuk,orta,kabuledilebilir
yuksek,dusuk,2,4,buyuk,yuksek,kabuledilebilir
yuksek,dusuk,2,5,kucuk,dusuk,kabuledilemez
yuksek,dusuk,2,5,kucuk,orta,kabuledilemez
yuksek,dusuk,2,5,kucuk,yuksek,kabuledilemez
yuksek,dusuk,2,5,orta,dusuk,kabuledilemez
yuksek,dusuk,2,5,orta,orta,kabuledilemez
yuksek,dusuk,2,5,orta,yuksek,kabuledilebilir
yuksek,dusuk,2,5,buyuk,dusuk,kabuledilemez
yuksek,dusuk,2,5,buyuk,orta,kabuledilebilir
yuksek,dusuk,2,5,buyuk,yuksek,kabuledilebilir
yuksek,dusuk,3,2,kucuk,dusuk,kabuledilemez
yuksek,dusuk,3,2,kucuk,orta,kabuledilemez
yuksek,dusuk,3,2,kucuk,yuksek,kabuledilemez
yuksek,dusuk,3,2,orta,dusuk,kabuledilemez
yuksek,dusuk,3,2,orta,orta,kabuledilemez
yuksek,dusuk,3,2,orta,yuksek,kabuledilemez
yuksek,dusuk,3,2,buyuk,dusuk,kabuledilemez
yuksek,dusuk,3,2,buyuk,orta,kabuledilemez
yuksek,dusuk,3,2,buyuk,yuksek,kabuledilemez
yuksek,dusuk,3,4,kucuk,dusuk,kabuledilemez
yuksek,dusuk,3,4,kucuk,orta,kabuledilemez
yuksek,dusuk,3,4,kucuk,yuksek,kabuledilebilir
yuksek,dusuk,3,4,orta,dusuk,kabuledilemez
yuksek,dusuk,3,4,orta,orta,kabuledilemez
yuksek,dusuk,3,4,orta,yuksek,kabuledilebilir
yuksek,dusuk,3,4,buyuk,dusuk,kabuledilemez
yuksek,dusuk,3,4,buyuk,orta,kabuledilebilir
yuksek,dusuk,3,4,buyuk,yuksek,kabuledilebilir
yuksek,dusuk,3,5,kucuk,dusuk,kabuledilemez
yuksek,dusuk,3,5,kucuk,orta,kabuledilemez
yuksek,dusuk,3,5,kucuk,yuksek,kabuledilebilir
yuksek,dusuk,3,5,orta,dusuk,kabuledilemez
yuksek,dusuk,3,5,orta,orta,kabuledilebilir
yuksek,dusuk,3,5,orta,yuksek,kabuledilebilir
yuksek,dusuk,3,5,buyuk,dusuk,kabuledilemez
yuksek,dusuk,3,5,buyuk,orta,kabuledilebilir
yuksek,dusuk,3,5,buyuk,yuksek,kabuledilebilir
yuksek,dusuk,4,2,kucuk,dusuk,kabuledilemez
yuksek,dusuk,4,2,kucuk,orta,kabuledilemez
yuksek,dusuk,4,2,kucuk,yuksek,kabuledilemez
yuksek,dusuk,4,2,orta,dusuk,kabuledilemez
yuksek,dusuk,4,2,orta,orta,kabuledilemez
yuksek,dusuk,4,2,orta,yuksek,kabuledilemez
yuksek,dusuk,4,2,buyuk,dusuk,kabuledilemez
yuksek,dusuk,4,2,buyuk,orta,kabuledilemez
yuksek,dusuk,4,2,buyuk,yuksek,kabuledilemez
yuksek,dusuk,4,4,kucuk,dusuk,kabuledilemez
